LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
6.422200626282258e-07,0.5657093849927792,0.5657093849927792,0.8306612045815749,0.5657093849927791,0.8306612045815749,235754.0,167293.0,0.7964462042716707,1.943870707070707,105267434183957664774484109958639735283850442056862729016024622359918,0.00015350641192468433
4.781681102261811e-07,0.5705204291421283,0.5705204291421283,0.8056716652684561,0.5705204291421283,0.8056716652684561,236604.0,166050.0,0.8008492857941294,1.9504080808080808,109219423052900481236728473613718520129284340315248228867037302798838,0.0001504029312212909
9.853109352584574e-07,0.5696275805829214,0.5696275805829214,0.8469125148198182,0.5696275805829214,0.8469125148198182,237191.0,169040.0,0.8011463813090807,1.9558626262626262,115254065856738761037275951711496002121572850760786023487299579461414,0.0001599712431293869
1.6314595564465477e-06,0.5635297696360765,0.5635297696360765,0.8452023429179977,0.5635297696360766,0.8452023429179977,236403.0,170262.0,0.792991334899976,1.949680808080808,106611738717068634556899273832010163089887023521846569996207853342872,0.00015361970857310424
4.8165720821162e-07,0.5615130335607147,0.5615130335607147,0.7718709793628743,0.5615130335607147,0.7718709793628743,235984.0,159174.0,0.7894619872526613,1.945769696969697,109622381254627612141293719934067877712323880988140966458379799063118,0.00014741087030400866
9.440090180201749e-07,0.5590650829996346,0.5590650829996346,0.8223117483427206,0.5590650829996346,0.8223117483427206,235656.0,166528.0,0.7880000014226396,1.9430949494949494,108592531530313407022160157572920665942474472725636494725747080708280,0.00015424808239998406
6.606588818444993e-07,0.5680704306696082,0.5680704306696082,0.8461831532280415,0.5680704306696083,0.8461831532280415,236284.0,164752.0,0.799906966956512,1.9481373737373737,106974615810012126332371331269256936769781489719473357585444878846522,0.00014734947468955466
6.778817419059907e-07,0.5691269427148694,0.5691269427148694,0.7773276606553212,0.5691269427148694,0.7773276606553212,235918.0,159756.0,0.8009864807894524,1.9450828282828283,112867276897990028096983578651293115829203056795962444865192534405372,0.000157565625
9.668297468647325e-07,0.564969304553137,0.564969304553137,0.7992902016682503,0.564969304553137,0.7992902016682503,236461.0,158463.0,0.7952742868511495,1.9493494949494952,115833473317300652496618580258443805045386082293833312499874691100580,0.00015519550149793078
6.510764547693604e-07,0.5619004321168787,0.5619004321168787,0.7971965494359656,0.5619004321168787,0.7971965494359656,236289.0,164085.0,0.7916530812385383,1.9480161616161618,105514312240258343747734638576166547707857170855366187852072949967956,0.0001535056952805972
9.74641423168893e-07,0.5675491548386827,0.5675491548386827,0.8691457917261056,0.5675491548386827,0.8691457917261056,236545.0,167091.0,0.7996741771204413,1.9504727272727274,107167065324888577002279119197715816815433508670651433368022069574636,0.00015919847301536786
9.336249835927403e-07,0.5592926457718541,0.5592926457718541,0.8178126883252068,0.5592926457718542,0.8178126883252068,236069.0,166771.0,0.7885345086022213,1.9461010101010103,113210121385421315842703434914114810040881303405751840933032188823332,0.0001527171497266438
